doc_id,group,age_bin,story_id,age_years,word_count,half_life,total_benefit,ppl_at_min_ctx,ppl_at_max_ctx,T
773_A1,TD,7-8yr,A1,7.4325,58,6.142767540736806,13083.774700164795,13114.376953125,30.602252960205078,79.0
773_A2,TD,7-8yr,A2,7.4325,83,8.345256850109497,13090.173568725586,13114.376953125,24.203384399414062,115.0
773_A3,TD,7-8yr,A3,7.4325,129,9.475340619703125,13106.944075584412,13114.376953125,7.432877540588379,187.0
773_B1,TD,7-8yr,B1,7.4325,47,10.329137645816498,13095.770603179932,13114.376953125,18.60634994506836,69.0
773_B2,TD,7-8yr,B2,7.4325,91,8.54686710885437,13106.836825370789,13114.376953125,7.540127754211426,135.0
773_B3,TD,7-8yr,B3,7.4325,186,6.274249733810509,13107.315609455109,13114.376953125,7.061343669891357,270.0
801_A1,TD,8-9yr,A1,8.85,57,6.188038914110159,13040.85629272461,13114.376953125,73.52066040039062,77.0
801_A2,TD,8-9yr,A2,8.85,87,9.816945781843328,13103.371015548706,13114.376953125,11.005937576293945,112.0
801_A3,TD,8-9yr,A3,8.85,148,6.199096524668386,13106.760381221771,13114.376953125,7.61657190322876,197.0
801_B1,TD,8-9yr,B1,8.85,62,6.589266812977646,13014.099716186523,13114.376953125,100.27723693847656,82.0
801_B2,TD,8-9yr,B2,8.85,107,7.618154235121715,13091.940414428711,13114.376953125,22.436538696289062,135.0
801_B3,TD,8-9yr,B3,8.85,151,6.195255827098362,13106.23909854889,13114.376953125,8.13785457611084,201.0
802_A1,TD,8-9yr,A1,8.183333333333334,132,6.292120667181559,13105.179069519043,13114.376953125,9.197883605957031,186.0
802_A2,TD,8-9yr,A2,8.183333333333334,150,6.200038290202457,13106.194352149963,13114.376953125,8.182600975036621,199.0
802_A3,TD,8-9yr,A3,8.183333333333334,215,6.328828860284963,13108.264251708984,13114.376953125,6.112701416015625,290.0
802_B1,TD,8-9yr,B1,8.183333333333334,118,6.246912258456174,13103.724318504333,13114.376953125,10.652634620666504,164.0
802_B2,TD,8-9yr,B2,8.183333333333334,135,8.5143444956631,13102.038825035095,13114.376953125,12.338128089904785,186.0
802_B3,TD,8-9yr,B3,8.183333333333334,199,6.221767870482723,13106.189547538757,13114.376953125,8.187405586242676,272.0
